1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1.000000,0.256842,0.000000,0.500000,0.000000,0.928571,0.888889,0.043860,1.000000,1.000000,0.014925,0.000000,0.000000,0.101000,0.000000,0.000000
0.500000,0.675489,0.159286,0.500000,0.000000,0.785714,0.444444,0.106667,1.000000,1.000000,0.089552,0.000000,0.000000,0.021500,0.005600,0.000000
0.500000,0.161654,0.017857,0.500000,0.000000,0.785714,0.444444,0.052632,1.000000,0.000000,0.000000,0.000000,0.000000,0.140000,0.008240,0.000000
1.000000,0.211729,0.055000,0.500000,0.000000,0.928571,0.888889,0.131579,1.000000,1.000000,0.074627,1.000000,0.000000,0.050000,0.000030,0.000000
1.000000,0.096541,0.200893,0.500000,0.000000,0.928571,0.888889,0.060000,1.000000,0.000000,0.000000,0.000000,1.000000,0.060000,0.000000,0.000000
1.000000,0.275639,0.142857,0.500000,0.000000,0.714286,0.888889,0.087719,1.000000,0.000000,0.000000,1.000000,0.000000,0.180000,0.000000,0.000000
1.000000,0.292030,0.037143,0.500000,0.000000,0.857143,0.444444,0.228070,1.000000,0.000000,0.000000,1.000000,0.000000,0.082000,0.312850,0.000000
0.500000,0.137895,0.413750,0.500000,0.000000,0.214286,0.888889,0.001404,1.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.013490,0.000000
1.000000,0.611579,0.017857,1.000000,1.000000,0.642857,0.444444,0.138947,1.000000,0.000000,0.000000,0.000000,0.000000,0.090000,0.003140,0.000000
1.000000,0.432331,0.175536,1.000000,1.000000,0.928571,0.888889,0.111053,1.000000,0.000000,0.000000,1.000000,0.000000,0.026000,0.014420,0.000000
1.000000,0.125263,0.029643,0.500000,0.000000,0.142857,0.444444,0.075965,0.000000,0.000000,0.000000,1.000000,0.000000,0.064000,0.000000,0.000000
1.000000,0.243158,0.065536,0.500000,0.000000,0.142857,0.444444,0.152105,1.000000,0.000000,0.000000,0.000000,0.000000,0.130000,0.002000,0.000000
0.500000,0.368421,0.214286,0.500000,0.000000,0.642857,0.888889,0.035088,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.516241,0.215714,0.500000,0.000000,0.642857,0.888889,0.001404,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026900,0.000000
0.500000,0.482406,0.375000,0.500000,0.000000,0.785714,0.888889,0.175439,1.000000,1.000000,0.104478,1.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.344662,0.157679,1.000000,1.000000,0.642857,0.888889,0.008772,1.000000,1.000000,0.149254,1.000000,0.000000,0.160000,0.000000,0.000000
1.000000,0.218045,0.031250,0.500000,0.000000,0.714286,0.888889,0.033684,1.000000,1.000000,0.044776,1.000000,0.000000,0.198000,0.000000,0.000000
0.500000,0.142857,0.209821,0.500000,0.000000,0.785714,0.888889,0.111228,1.000000,1.000000,0.149254,0.000000,0.000000,0.060000,0.002450,0.000000
1.000000,0.121504,0.008929,0.500000,0.000000,0.285714,0.444444,0.023333,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.500000,0.081504,0.306607,0.500000,0.000000,0.214286,0.444444,0.026316,1.000000,1.000000,0.104478,0.000000,0.000000,0.048000,0.000000,0.000000
1.000000,0.169173,0.401786,0.500000,0.000000,0.142857,0.888889,0.087719,1.000000,1.000000,0.253731,0.000000,0.000000,0.100000,0.012080,0.000000
1.000000,0.142857,0.035714,0.500000,0.000000,0.142857,0.888889,0.029298,1.000000,0.000000,0.000000,0.000000,1.000000,0.150000,0.000000,0.000000
0.500000,0.511278,0.285714,0.500000,0.000000,0.142857,0.888889,0.276316,1.000000,1.000000,0.089552,1.000000,0.000000,0.000000,0.012600,0.000000
0.500000,0.205564,0.517857,0.500000,0.000000,1.000000,0.444444,0.108246,1.000000,1.000000,0.014925,0.000000,0.000000,0.060000,0.000110,0.000000
0.500000,0.412331,0.232143,0.500000,0.000000,0.785714,0.888889,0.017544,1.000000,1.000000,0.044776,1.000000,0.000000,0.072500,0.000000,0.000000
0.500000,0.031278,0.020893,0.500000,0.000000,0.142857,0.444444,0.052632,1.000000,1.000000,0.029851,0.000000,0.000000,0.050000,0.000000,0.000000
0.500000,0.500000,0.464286,0.500000,0.000000,0.500000,0.111111,0.181228,1.000000,1.000000,0.134328,1.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.644060,0.660714,0.500000,0.000000,0.285714,0.111111,0.526316,1.000000,1.000000,0.253731,1.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.656692,0.303571,0.500000,0.000000,0.357143,0.444444,0.245614,1.000000,1.000000,0.044776,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.426015,0.037143,0.500000,0.000000,0.928571,0.888889,0.175439,1.000000,1.000000,0.089552,1.000000,0.000000,0.250000,0.100000,0.000000
1.000000,0.233083,0.528214,0.500000,0.000000,0.071429,0.888889,0.176842,1.000000,1.000000,0.074627,1.000000,0.000000,0.084000,0.000000,0.000000
1.000000,0.424812,0.349643,0.500000,0.000000,1.000000,0.444444,0.279298,1.000000,1.000000,0.119403,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.537594,0.270893,0.500000,0.000000,0.500000,0.111111,0.266140,1.000000,1.000000,0.223881,1.000000,0.000000,0.000000,0.050000,0.000000
0.500000,0.345865,0.183036,0.500000,0.000000,0.357143,0.888889,0.175439,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.040000,0.000000
0.500000,0.132782,0.383929,0.500000,0.000000,0.785714,0.888889,0.014561,1.000000,1.000000,0.074627,1.000000,0.000000,0.000000,0.005600,0.000000
1.000000,0.211729,0.053571,0.500000,0.000000,0.928571,0.888889,0.070175,1.000000,1.000000,0.164179,1.000000,0.000000,0.217000,0.000350,0.000000
1.000000,0.203008,0.056607,0.500000,0.000000,0.214286,0.444444,0.064386,1.000000,1.000000,0.179104,1.000000,0.000000,0.291500,0.007130,0.000000
0.500000,0.139098,0.419643,0.500000,0.000000,1.000000,0.444444,0.017544,1.000000,1.000000,0.029851,1.000000,0.000000,0.150000,0.005510,0.000000
1.000000,0.210526,0.020893,1.000000,1.000000,0.214286,0.888889,0.008772,1.000000,1.000000,0.029851,0.000000,0.000000,0.130000,0.005000,0.000000
1.000000,0.613985,0.336250,0.500000,0.000000,0.428571,0.333333,0.505789,1.000000,1.000000,0.164179,1.000000,0.000000,0.015000,0.003000,0.000000
