1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.000000,0.409137,1.000000,0.537681,1.000000,0.409061,0.560562,0.412116,0.435690,0.367654,0.499040,0.428474,0.224398,0.000000
0.000530,0.246475,0.000000,1.000000,1.000000,0.262143,0.413474,0.796106,0.762567,0.609827,0.479394,0.337920,0.465658,0.333333
0.001060,0.409137,0.000000,0.537681,1.000000,0.262143,0.444788,0.622976,0.392939,0.266061,0.353580,0.215401,0.619957,0.000000
0.001590,0.000000,1.000000,0.814329,1.000000,0.262143,0.492045,0.376883,0.527023,0.585213,0.584415,0.215401,0.224398,0.333333
0.002120,0.409137,1.000000,1.000000,1.000000,0.262143,0.623275,0.250544,0.456995,0.456454,0.688508,0.428474,0.465658,0.000000
0.002650,1.000000,1.000000,0.273376,0.535185,0.262143,0.413474,0.454133,0.278311,0.794386,0.735380,0.215401,0.132468,0.000000
0.003180,0.577496,0.000000,0.814329,0.000000,0.262143,0.444788,0.333217,0.456995,0.456454,0.635594,0.428474,0.539559,0.000000
0.003710,0.409137,0.000000,0.157911,1.000000,0.262143,0.317006,0.796106,0.392939,0.456454,0.735380,0.503573,0.388117,0.000000
0.004240,0.409137,1.000000,0.537681,0.535185,0.262143,0.607577,0.892967,0.372052,0.609827,0.663677,0.215401,0.132468,0.000000
0.004769,0.782830,0.000000,0.814329,1.000000,0.262143,0.477550,0.500507,0.299519,0.585213,0.517797,0.215401,0.308011,0.000000
0.005299,0.246475,1.000000,0.653938,1.000000,0.262143,0.357847,0.622976,0.348943,0.390173,0.761484,0.503573,0.539559,0.000000
0.005829,0.577496,0.000000,0.412820,0.186098,0.262143,0.317006,0.500507,0.553046,0.222034,0.423875,0.565343,0.825752,0.000000
0.006359,0.782830,1.000000,0.653938,1.000000,0.262143,0.853317,0.525607,0.602341,0.266061,0.387201,0.705068,0.539559,0.000000
0.006889,0.782830,1.000000,0.537681,0.535185,0.262143,0.396666,0.622976,0.527023,0.635892,1.000000,0.337920,0.308011,0.000000
0.007419,0.782830,1.000000,0.537681,1.000000,0.262143,0.377443,0.722089,0.602341,0.412490,0.735380,0.705068,0.710933,0.000000
0.007949,0.782830,0.000000,0.653938,1.000000,0.262143,0.209828,0.269702,0.278311,0.344801,0.663677,0.337920,0.388117,0.000000
