Dimension-x,Dimension-y,labels
0.159926690324,0.395642115129,1.0
0.773692333292,0.146090889418,2.0
0.688915901846,0.750338306248,3.0
0.159153237336,0.520643545569,1.0
0.821348269105,0.25605650266,2.0
0.801190984772,0.774540951416,3.0
0.222876652586,0.504570635018,1.0
0.753704889064,0.251760604403,2.0
0.766414181333,0.766672528083,3.0
0.210655503329,0.521574761763,1.0
0.751693353564,0.28014870753,2.0
0.831638208183,0.792270470205,3.0
0.00595822319696,0.32555293209,1.0
0.865597555774,0.256461080063,2.0
0.688095358823,0.827510857198,3.0
0.0430988938683,0.565986992821,1.0
0.880436397231,0.177279686957,2.0
0.878699201249,0.564676304191,3.0
0.176379195075,0.453310583545,1.0
0.757624185332,0.204355267686,2.0
0.810169522875,0.736431040658,3.0
0.171120446303,0.719273112584,1.0
0.672421059598,0.064798197583,2.0
0.639303291951,0.78114791268,3.0
0.267832390854,0.447761661935,1.0
0.858089572563,0.127127578531,2.0
0.719419419741,0.696394916495,3.0
0.267378863065,0.567756919625,1.0
0.855318108898,0.168966179874,2.0
0.797965387603,0.741277512676,3.0
0.204299113937,0.503291913594,1.0
0.765066718704,0.211097379528,2.0
0.798423540587,0.726548827001,3.0
0.169404602696,0.470033110103,1.0
0.786460648983,0.256112888417,2.0
0.786253083882,0.772152815134,3.0
0.21308351631,0.417063575405,1.0
0.866168849739,0.237593827636,2.0
0.78318210267,0.689521258636,3.0
0.237539189952,0.535196692983,1.0
0.784536119702,0.264858606294,2.0
0.78124238411,0.744403500593,3.0
0.182586566095,0.470531914362,1.0
0.765050375401,0.247138928013,2.0
0.804201311522,0.756205323098,3.0
0.258592109921,0.498783636724,1.0
0.832743045256,0.266910231772,2.0
0.733931244675,0.692258405725,3.0
0.232812859889,0.530141380641,1.0
0.810148156894,0.250007742401,2.0
0.818963772595,0.766288967442,3.0
0.196153700805,0.483093516411,1.0
0.799180641709,0.196364164481,2.0
0.817831443939,0.788240159728,3.0
0.215851072967,0.505951699192,1.0
0.79930062536,0.192648202582,2.0
0.765652402183,0.74503144108,3.0
0.223205960692,0.476404411007,1.0
0.828863404335,0.195058349402,2.0
0.769482126411,0.737005036176,3.0
0.162754392181,0.445928368093,1.0
0.854967219328,0.157876410674,2.0
0.839900634481,0.718129406905,3.0
0.221469411269,0.451240521108,1.0
0.752998532139,0.213584710496,2.0
0.788693837251,0.779998038958,3.0
0.205724469603,0.507551157591,1.0
0.753792054618,0.223884366371,2.0
0.755313696172,0.7876055806,3.0
0.182764234431,0.380955962734,1.0
0.849540394814,0.140636301708,2.0
0.867941898979,0.856662568388,3.0
0.162528588495,0.467076523834,1.0
0.738274686618,0.212863396522,2.0
0.753999190431,0.710555322965,3.0
0.159281950154,0.493906560678,1.0
0.773806981629,0.258741164657,2.0
0.738942771113,0.771266408847,3.0
0.199661457122,0.377347934259,1.0
0.760804426739,0.285685645978,2.0
0.783418477042,0.734061635893,3.0
0.207142396877,0.499350293445,1.0
0.818404825384,0.152341410054,2.0
0.588000128115,0.701855776016,3.0
0.0875677237637,0.526779617089,1.0
0.734042287609,0.372503719744,2.0
0.706967999398,0.570542008907,3.0
0.19978494061,0.50510887592,1.0
0.773132859693,0.213424698285,2.0
0.759262320662,0.7731480716,3.0
0.189192892243,0.432936363869,1.0
0.767564849889,0.24946259354,2.0
0.733359763861,0.744217719898,3.0
0.2504497525,0.471270171692,1.0
0.786393594721,0.172776115705,2.0
0.832574240582,0.735079785277,3.0
0.183438997096,0.468448559767,1.0
0.752626183727,0.181697507116,2.0
0.820501512072,0.75450510633,3.0
0.182483970239,0.469680618853,1.0
0.754726725628,0.177813981064,2.0
0.809268106629,0.775461382243,3.0
0.210868138372,0.439048281633,1.0
0.82017630997,0.198567886047,2.0
0.828075063492,0.736332663647,3.0
0.214181764721,0.551567534925,1.0
0.798385989711,0.222624623804,2.0
0.822850404946,0.721483663143,3.0
0.181588867153,0.489481813633,1.0
0.756547514859,0.209260177749,2.0
0.810348720324,0.747413136307,3.0
0.263123102826,0.271352332295,1.0
0.577963343634,0.308982316341,2.0
0.950473760261,0.939315621982,3.0
0.0168716437206,0.349034638845,1.0
0.60475618272,0.103064146695,2.0
0.943974301461,0.726955756971,3.0
0.208418603242,0.529348649716,1.0
0.803809409686,0.229535334872,2.0
0.819601460984,0.752742857308,3.0
0.190156010443,0.434870951101,1.0
0.783255489432,0.269895459073,2.0
0.782111997647,0.714289444467,3.0
0.135582472999,0.539071115654,1.0
0.809079172503,0.235388193116,2.0
0.725254926063,0.773139206521,3.0
0.194771560275,0.563610816859,1.0
0.584053683116,0.276407668953,2.0
0.705877851431,0.913700176633,3.0
0.164313338748,0.541968193559,1.0
0.789005150769,0.303357991439,2.0
0.717855159311,0.778792238687,3.0
0.192941290376,0.463326643051,1.0
0.79433666474,0.196157451034,2.0
0.800616654511,0.749945696892,3.0
0.172575326589,0.531459779697,1.0
0.785607622408,0.239546176168,2.0
0.800193610388,0.739584284139,3.0
0.235180043684,0.590477802672,1.0
0.853040445915,0.19995864608,2.0
0.719735361381,0.565878751241,3.0
0.195510569075,0.55106974511,1.0
0.798980955887,0.228576334535,2.0
0.800684325861,0.810088121781,3.0
0.174505997223,0.458689922058,1.0
0.76804353634,0.192922234198,2.0
0.797211929693,0.751935421966,3.0
0.168509647641,0.499211789378,1.0
0.839874905213,0.264955026989,2.0
0.801193586995,0.858177150651,3.0
0.167248382949,0.506135345887,1.0
0.813663834747,0.217450117057,2.0
0.809136647366,0.78846109695,3.0
0.202951092086,0.544868768735,1.0
0.791796207864,0.278044085323,2.0
0.808884042375,0.775310053478,3.0
0.151828660149,0.532468602376,1.0
0.73820845297,0.235953625521,2.0
0.739159638651,0.720861418453,3.0
0.231767053398,0.493428098499,1.0
0.796991149894,0.234761890721,2.0
0.759829730046,0.763555310585,3.0
0.11445689092,0.476869628058,1.0
0.78454409719,0.122591913234,2.0
0.708754821823,0.728043444775,3.0
0.229919605066,0.543644491139,1.0
0.814557331711,0.225411501091,2.0
0.730860524858,0.72102536373,3.0
0.234135413016,0.509670958863,1.0
0.805508476873,0.210782399043,2.0
0.747930669868,0.734466438048,3.0
0.193740684694,0.416196710504,1.0
0.825764171994,0.285775358396,2.0
0.797192717848,0.697176371703,3.0
0.208165830214,0.450364942895,1.0
0.76863343276,0.201375902445,2.0
0.772794340186,0.714458226018,3.0
0.173639042011,0.474926059134,1.0
0.770654307552,0.226774995998,2.0
0.779210843328,0.748704301193,3.0
0.167674241343,0.50660830222,1.0
0.808648064071,0.209500976132,2.0
0.755069571993,0.783675181219,3.0
0.178609269799,0.380907262754,1.0
0.83563408378,0.280156042768,2.0
0.752423031939,0.643574799892,3.0
0.185641857179,0.498036237375,1.0
0.775328094865,0.193789931168,2.0
0.811564847253,0.788361471521,3.0
0.184738828016,0.490712832761,1.0
0.795952251538,0.305205115944,2.0
0.834837380876,0.729992866343,3.0
0.233963465706,0.546409193171,1.0
0.809037175171,0.281136235052,2.0
0.826857111364,0.793764734379,3.0
0.225254288937,0.498284788781,1.0
0.766622236824,0.205181375429,2.0
0.792156625316,0.727296248756,3.0
0.207708271639,0.50808320722,1.0
0.803218862829,0.244882031161,2.0
0.782395265724,0.73629633541,3.0
0.206638088577,0.528470219413,1.0
0.823763698778,0.238898560793,2.0
0.755913707872,0.765159488201,3.0
0.168566373199,0.483224279217,1.0
0.808471597602,0.243351061632,2.0
0.808394592649,0.770772451288,3.0
0.139964127812,0.509123994264,1.0
0.789298668826,0.294064031976,2.0
0.801332983602,0.788870764136,3.0
0.154105316731,0.312016838193,1.0
0.584499961287,0.0,2.0
0.651062605319,0.690165088517,3.0
0.184496819136,0.518827133975,1.0
0.786621475819,0.310519547409,2.0
0.689618513211,0.716650377578,3.0
0.190344175358,0.458030895862,1.0
0.748973974469,0.183457890333,2.0
0.804342672479,0.739304501218,3.0
0.21787294227,0.519758375571,1.0
0.78023490642,0.227602671999,2.0
0.777037557935,0.767429456436,3.0
0.151454557125,0.526081805173,1.0
0.758952070196,0.213554313202,2.0
0.809608356041,0.737206379393,3.0
0.199342261517,0.452369629128,1.0
0.839437924236,0.20555010856,2.0
0.76009793267,0.805610710946,3.0
0.229640783854,0.503751029174,1.0
0.765922601114,0.199073655103,2.0
0.794821774836,0.756782830722,3.0
0.152062263028,0.521053804689,1.0
0.854881616018,0.156335041381,2.0
0.805965970545,0.815138129464,3.0
0.235041674792,0.481968905697,1.0
0.816310340235,0.250402264584,2.0
0.76609412137,0.739016815648,3.0
0.158330858541,0.468354058133,1.0
0.828752339582,0.211854010028,2.0
0.746192457559,0.733524985178,3.0
0.188440777242,0.527761511743,1.0
0.82086669345,0.196043480005,2.0
0.814773574273,0.762463148529,3.0
0.208625535096,0.49340666147,1.0
0.786489684022,0.236388021145,2.0
0.763309576196,0.764742437855,3.0
0.17382856538,0.50306795403,1.0
0.839696696137,0.21126144802,2.0
0.739935422523,0.761362162728,3.0
0.170045213969,0.477733380479,1.0
0.756563613022,0.154805383052,2.0
0.737907430565,0.717136274264,3.0
0.209328723785,0.475371657526,1.0
0.805262251167,0.247806324387,2.0
0.768417571672,0.75737508096,3.0
0.221620655002,0.446854357983,1.0
0.788099348183,0.209058654275,2.0
0.80833791211,0.74901569918,3.0
0.166625285044,0.424366684355,1.0
0.727185679259,0.235353093078,2.0
0.836070457507,0.763204717945,3.0
0.0625985789973,0.729594782125,1.0
0.743847182426,0.217570393472,2.0
0.830673670431,0.714820198677,3.0
0.211134352387,0.519634798377,1.0
0.820968295816,0.241711371398,2.0
0.768074691652,0.773699165209,3.0
0.265961617495,0.45104859098,1.0
0.833725363214,0.127707931695,2.0
0.891991707322,0.689399059718,3.0
0.205161949216,0.43806915313,1.0
0.750571216861,0.289409958479,2.0
0.852361731071,0.71701026962,3.0
0.11054039786,0.44628865151,1.0
0.764250300417,0.273390834729,2.0
0.715577202218,0.673251291876,3.0
0.204411484584,0.50802755622,1.0
0.781253707026,0.230076544232,2.0
0.776799715646,0.759402126111,3.0
0.233411318079,0.508400074437,1.0
0.773275674511,0.26562913989,2.0
0.813415044054,0.721488554788,3.0
0.23600707287,0.473720452561,1.0
0.84034003487,0.311501612396,2.0
0.720873523897,0.726474538172,3.0
0.100626393999,0.469516834808,1.0
0.858123999126,0.279348923177,2.0
0.698917238877,0.795664353796,3.0
0.217954611003,0.474641410779,1.0
0.78835511953,0.235116175126,2.0
0.787397033777,0.733995485934,3.0
0.239071964041,0.512953253069,1.0
0.819826764188,0.194010610445,2.0
0.767953085817,0.782878750485,3.0
0.175561767163,0.472403794602,1.0
0.763404478813,0.241427705825,2.0
0.786220898329,0.764418726336,3.0
0.142373798909,0.469974274621,1.0
0.785119194555,0.216377129953,2.0
0.748111741382,0.758749429392,3.0
0.177929664049,0.464844680873,1.0
0.786455813629,0.240464774294,2.0
0.774655470844,0.739711716178,3.0
0.182883547117,0.497578142831,1.0
0.687419828758,0.163062213864,2.0
0.877319796606,0.857998237376,3.0
0.186786362204,0.492388866033,1.0
0.744754461416,0.233489494333,2.0
0.781513455442,0.75394245529,3.0
0.227214786976,0.480290755873,1.0
0.811954223801,0.223008239884,2.0
0.786480860644,0.727799838325,3.0
0.241097055586,0.458519217561,1.0
0.724846781924,0.154866924616,2.0
0.815011027373,0.791387367937,3.0
0.222484186789,0.506671836225,1.0
0.753644862252,0.264317950455,2.0
0.769800659369,0.745302282947,3.0
0.238286342319,0.489936554775,1.0
0.793236265048,0.164846518753,2.0
0.792352128968,0.736892711701,3.0
0.176763200855,0.501957308494,1.0
0.749826761554,0.263461258076,2.0
0.809698178478,0.800814942698,3.0
0.226601957947,0.455169841536,1.0
0.812348147006,0.218634379022,2.0
0.795142049376,0.781830098898,3.0
0.215903658481,0.454191211183,1.0
0.747489991141,0.172119275014,2.0
0.761600968946,0.767616435704,3.0
0.28412379978,0.46444404277,1.0
0.9000844625,0.21197582256,2.0
0.661805118612,0.849113735523,3.0
0.300378367835,0.538046943413,1.0
0.733276368353,0.345832709268,2.0
0.790741759512,0.853769733634,3.0
0.167187771354,0.457694594092,1.0
0.763377237408,0.193519947465,2.0
0.801849208721,0.707411391734,3.0
0.179229503211,0.474194634705,1.0
0.798564834723,0.202288150823,2.0
0.814239939204,0.780578706463,3.0
0.21305035045,0.465600236278,1.0
0.78648602736,0.230782027053,2.0
0.80502136648,0.780304534336,3.0
0.327557701171,0.539591066188,1.0
0.995586094456,0.108403331754,2.0
0.76296334165,0.846883304084,3.0
0.198088708548,0.487545220948,1.0
0.793368723351,0.24339909096,2.0
0.772984179713,0.773606009258,3.0
0.221341320131,0.388079488559,1.0
0.730793770552,0.205628959573,2.0
0.770875935521,0.708013418308,3.0
0.0,0.374657315964,1.0
0.714109648634,0.216054165375,2.0
0.717066636148,0.894309862338,3.0
0.248913397366,0.525857966894,1.0
0.820387708354,0.259221293049,2.0
0.755730201594,0.741627629272,3.0
0.19387093853,0.465523226063,1.0
0.780227957651,0.233388315472,2.0
0.787499481513,0.729402243328,3.0
0.240840139445,0.507602994665,1.0
0.761667356092,0.181304818265,2.0
0.811457268091,0.79838344791,3.0
0.158350757021,0.430041629915,1.0
0.78034684393,0.217687614787,2.0
0.83696589055,0.809165954237,3.0
0.184090420375,0.483556195895,1.0
0.816977422637,0.262004458871,2.0
0.7505369239,0.74936169605,3.0
0.17830080061,0.471374122697,1.0
0.8209387852,0.227462871287,2.0
0.757937699127,0.766922684377,3.0
0.172887406948,0.532033601862,1.0
0.835477412975,0.18288162732,2.0
0.795298782659,0.704720343148,3.0
0.18372961075,0.452043929868,1.0
0.793344998943,0.243862490432,2.0
0.753957177177,0.721531828415,3.0
0.248124227801,0.461354117065,1.0
0.743667229446,0.256268123555,2.0
