1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.139196,0.345478,0.316819,0.330541,0.449216,0.315032,0.119503,0.224845,0.366848,0.000000
0.138648,0.510716,0.433603,0.315863,0.385543,0.327195,0.161729,0.145569,0.365724,0.000000
0.139623,0.510960,0.495245,0.312829,0.426698,0.272477,0.157790,0.247815,0.430247,0.000000
0.157231,0.442979,0.483263,0.350066,0.422690,0.353243,0.156490,0.438184,0.417406,0.000000
0.151554,0.469342,0.527626,0.317526,0.408825,0.380280,0.141723,0.188086,0.393641,0.000000
0.152656,0.457455,0.569398,0.360455,0.462061,0.273535,0.566460,0.178639,0.500435,0.000000
0.159439,0.462521,0.525111,0.314683,0.396055,0.413370,0.138408,0.137832,0.430621,0.000000
0.162890,0.450675,0.552935,0.307172,0.399317,0.443421,0.135427,0.154474,0.420573,0.000000
0.173524,0.472490,0.350082,0.353950,0.373745,0.311185,0.151000,0.113036,0.373058,0.000000
0.176374,0.436595,0.542873,0.336600,0.432224,0.341668,0.297449,0.033777,0.452147,0.000000
0.164498,0.465886,0.602869,0.350798,0.453891,0.303538,0.535361,0.185911,0.501266,0.000000
0.182100,0.410824,0.561387,0.340721,0.436997,0.371193,0.102911,0.102406,0.478313,0.000000
0.163218,0.475139,0.595931,0.337198,0.428987,0.356629,0.544348,0.160073,0.490510,0.000000
0.177359,0.435853,0.578333,0.324062,0.435980,0.373170,0.408086,0.104701,0.426191,0.000000
0.182917,0.417895,0.610216,0.331381,0.449831,0.366633,0.100519,0.116037,0.418525,0.000000
0.178920,0.434393,0.587306,0.325798,0.431682,0.390948,0.123272,0.216474,0.402828,0.000000
0.190329,0.393948,0.580849,0.335639,0.435011,0.407298,0.094655,0.068363,0.489460,0.000000
0.215428,0.375362,0.212969,0.334389,0.368005,0.381933,0.164587,0.317450,0.384743,0.000000
0.206786,0.404542,0.340219,0.309468,0.415025,0.309636,0.138189,0.173004,0.511673,0.000000
0.185781,0.442127,0.516713,0.359713,0.456615,0.231733,0.218144,0.011918,0.468188,0.000000
0.189353,0.421047,0.535500,0.359688,0.459185,0.293631,0.446152,0.251350,0.456079,0.000000
0.210647,0.406298,0.235684,0.253884,0.300749,0.570157,0.192888,0.229190,0.613688,0.000000
0.195311,0.398119,0.539783,0.354500,0.442614,0.358087,0.112266,0.239251,0.537450,0.000000
